HS Code,HS Code Description,HS Description
5407.6900,- - Other,- - Other
5407.7100,- - Unbleached or bleached,- - Unbleached or bleached
5407.7200,- - Dyed,- - Dyed
5407.7300,- - Of yarns of different colours,- - Of yarns of different colours
5407.7400,- - Printed,- - Printed
5407.8110,- - - Unbleached,- - - Unbleached
5407.8120,- - - Bleached,- - - Bleached
5407.8200,- - Dyed,- - Dyed
5407.8300,- - Of yarns of different colours,- - Of yarns of different colours
5407.8400,- - Printed,- - Printed
5407.9110,- - - Unbleached,- - - Unbleached
5407.9120,- - - Bleached,- - - Bleached
5407.9200,- - Dyed,- - Dyed
5407.9300,- - Of yarns of different colours,- - Of yarns of different colours
5407.9400,- - Printed,- - Printed
54.08,"Woven fabrics of artificial filament yarn,
including woven fabrics obtained from
materials of heading 54.05.","Woven fabrics of artificial filament yarn,
including woven fabrics obtained from
materials of heading 54.05."
5408.1000,"- Woven fabrics obtained from high tenacity yarn
of viscose rayon","- Woven fabrics obtained from high tenacity yarn
of viscose rayon"
5408.2100,- - Unbleached or bleached,- - Unbleached or bleached
5408.2200,- - Dyed,- - Dyed
5408.2300,- - Of yarns of different colours,- - Of yarns of different colours
5408.2400,- - Printed,- - Printed
5408.3110,- - - Unbleached,- - - Unbleached
5408.3120,- - - Bleached,- - - Bleached
5408.3200,- - Dyed,- - Dyed
5408.3300,- - Of yarns of different colours,- - Of yarns of different colours
5408.3400,- - Printed,- - Printed
55.01,Synthetic filament tow.,Synthetic filament tow.
5501.1000,- Of nylon or other polyamides,- Of nylon or other polyamides
5501.2000,- Of polyesters,- Of polyesters
5501.3000,- Acrylic or modacrylic,- Acrylic or modacrylic
5501.4000,- Of polypropylene,- Of polypropylene
5501.9000,- Other,- Other
55.02,Artificial filament tow.,Artificial filament tow.
5502.1000,- Of cellulose acetate,- Of cellulose acetate
5502.9010,- - - Of viscose rayon,- - - Of viscose rayon
5502.9090,- - - Other,- - - Other
55.03,"Synthetic staple fibres, not carded, combed
or otherwise processed for spinning.","Synthetic staple fibres, not carded, combed
or otherwise processed for spinning."
5503.1100,- - Of aramids,- - Of aramids
5503.1900,- - Other,- - Other
5503.2010,- - - Of polyesters not exceeding 2.22 decitex,- - - Of polyesters not exceeding 2.22 decitex
5503.2090,- - - Other,- - - Other
5503.3000,- Acrylic or modacrylic,- Acrylic or modacrylic
5503.4000,- Of polypropylene,- Of polypropylene
5503.9000,- Other,- Other
55.04,"Artificial staple fibres, not carded, combed or
otherwise processed for spinning.","Artificial staple fibres, not carded, combed or
otherwise processed for spinning."
5504.1000,- Of viscose rayon,- Of viscose rayon
5504.9000,- Other,- Other
55.05,"Waste (including noils, yarn waste and
garnetted stock) of man- made fibres.","Waste (including noils, yarn waste and
garnetted stock) of man- made fibres."
5505.1000,- Of synthetic fibres,- Of synthetic fibres
5505.2000,- Of artificial fibres,- Of artificial fibres
55.06,"Synthetic staple fibres, carded, combed or
otherwise processed for spinning.","Synthetic staple fibres, carded, combed or
otherwise processed for spinning."
5506.1000,- Of nylon or other polyamides,- Of nylon or other polyamides
5506.2000,- Of polyesters,- Of polyesters
5506.3000,- Acrylic or modacrylic,- Acrylic or modacrylic
5506.4000,- Of polypropylene,- Of polypropylene
5506.9000,- Other,- Other
5507.0000,"Artificial staple fibres, carded, combed or
otherwise processed for spinning.","Artificial staple fibres, carded, combed or
otherwise processed for spinning."
55.08,"Sewing thread of man- made staple fibres,
whether or not put up for retail sale.","Sewing thread of man- made staple fibres,
whether or not put up for retail sale."
5508.1000,- Of synthetic staple fibres,- Of synthetic staple fibres
5508.2000,- Of artificial staple fibres,- Of artificial staple fibres
55.09,"Yarn (other than sewing thread) of synthetic
staple fibres, not put up for retail sale.","Yarn (other than sewing thread) of synthetic
staple fibres, not put up for retail sale."
5509.1100,- - Single yarn,- - Single yarn
5509.1200,- - Multiple (folded) or cabled yarn,- - Multiple (folded) or cabled yarn
5509.2100,- - Single yarn,- - Single yarn
5509.2200,- - Multiple (folded) or cabled yarn,- - Multiple (folded) or cabled yarn
5509.3100,- - Single yarn,- - Single yarn
5509.3200,- - Multiple (folded) or cabled yarn,- - Multiple (folded) or cabled yarn
5509.4100,- - Single yarn,- - Single yarn
5509.4200,- - Multiple (folded) or cabled yarn,- - Multiple (folded) or cabled yarn
5509.5100,"- - Mixed mainly or solely with artificial staple
fibres","- - Mixed mainly or solely with artificial staple
fibres"
5509.5200,"- - Mixed mainly or solely with wool or fine
animal hair","- - Mixed mainly or solely with wool or fine
animal hair"
5509.5300,- - Mixed mainly or solely with cotton,- - Mixed mainly or solely with cotton
5509.5900,- - Other,- - Other
5509.6100,"- - Mixed mainly or solely with wool or fine animal
hair","- - Mixed mainly or solely with wool or fine animal
hair"
5509.6200,- - Mixed mainly or solely with cotton,- - Mixed mainly or solely with cotton
5509.6900,- - Other,- - Other
5509.9100,"- - Mixed mainly or solely with wool or fine animal
hair","- - Mixed mainly or solely with wool or fine animal
hair"
5509.9200,- - Mixed mainly or solely with cotton,- - Mixed mainly or solely with cotton
5509.9900,- - Other,- - Other
55.10,"Yarn (other than sewing thread) of artificial
staple fibres, not put up for retail sale.","Yarn (other than sewing thread) of artificial
staple fibres, not put up for retail sale."
5510.1100,- - Single yarn,- - Single yarn
5510.1200,- - Multiple (folded) or cabled yarn,- - Multiple (folded) or cabled yarn
5510.2000,"- Other yarn, mixed mainly or solely with wool or
fine animal hair","- Other yarn, mixed mainly or solely with wool or
fine animal hair"
5510.3000,"- Other yarn, mixed mainly or solely with cotton","- Other yarn, mixed mainly or solely with cotton"
5510.9000,- Other yarn,- Other yarn
55.11,"Yarn (other than sewing thread) of man- made
staple fibres, put up for retail sale.","Yarn (other than sewing thread) of man- made
staple fibres, put up for retail sale."
5511.1000,"- Of synthetic staple fibres, containing 85 % or
more by weight of such fibres","- Of synthetic staple fibres, containing 85 % or
more by weight of such fibres"
5511.2000,"- Of synthetic staple fibres, containing less than
85 % by weight of such fibres","- Of synthetic staple fibres, containing less than
85 % by weight of such fibres"
5511.3000,- Of artificial staple fibres,- Of artificial staple fibres
55.12,"Woven fabrics of synthetic staple fibres,
containing 85 % or more by weight of
synthetic staple fibres.","Woven fabrics of synthetic staple fibres,
containing 85 % or more by weight of
synthetic staple fibres."
5512.1110,- - - Unbleached,- - - Unbleached
5512.1120,- - - Bleached,- - - Bleached
5512.1900,- - Other,- - Other
5512.2110,- - - Unbleached,- - - Unbleached
5512.2120,- - - Bleached,- - - Bleached
5512.2900,- - Other,- - Other
5512.9110,- - - Unbleached,- - - Unbleached
5512.9120,- - - Bleached,- - - Bleached
5512.9920,- - - Unbleached,- - - Unbleached
5512.9990,- - - Other,- - - Other
55.13,"Woven fabrics of synthetic staple fibres,
containing less than 85 % by weight of such
fibres, mixed mainly or solely with cotton, of
a weight not exceeding 170 g/m2.","Woven fabrics of synthetic staple fibres,
containing less than 85 % by weight of such
fibres, mixed mainly or solely with cotton, of
a weight not exceeding 170 g/m2."
5513.1110,- - - Unbleached,- - - Unbleached
5513.1120,- - - Bleached,- - - Bleached
5513.1210,- - - Unbleached,- - - Unbleached
5513.1220,- - - Bleached,- - - Bleached
5513.1310,- - - Unbleached,- - - Unbleached
5513.1320,- - - Bleached,- - - Bleached
5513.1910,- - - Unbleached,- - - Unbleached
5513.1920,- - - Bleached,- - - Bleached
5513.2100,"- - Of polyester staple fibres, plain weave","- - Of polyester staple fibres, plain weave"
5513.2300,- - Other woven fabrics of polyester staple fibres,- - Other woven fabrics of polyester staple fibres
5513.2900,- - Other woven fabrics,- - Other woven fabrics
5513.3100,"- - Of polyester staple fibres, plain weave","- - Of polyester staple fibres, plain weave"
5513.3900,- - Other woven fabrics,- - Other woven fabrics
5513.4100,"- - Of polyester staple fibres, plain weave","- - Of polyester staple fibres, plain weave"
5513.4900,- - Other woven fabrics,- - Other woven fabrics
55.14,"Woven fabrics of synthetic staple fibres,
containing less than 85 % by weight of such
fibres, mixed mainly or solely with cotton, of
a weight exceeding 170 g/m2.","Woven fabrics of synthetic staple fibres,
containing less than 85 % by weight of such
fibres, mixed mainly or solely with cotton, of
a weight exceeding 170 g/m2."
5514.1110,- - - Unbleached,- - - Unbleached
5514.1120,- - - Bleached,- - - Bleached
5514.1210,- - - Unbleached,- - - Unbleached
5514.1220,- - - Bleached,- - - Bleached
5514.1910,- - - Unbleached,- - - Unbleached
5514.1920,- - - Bleached,- - - Bleached
5514.2100,"- - Of polyester staple fibres, plain weave","- - Of polyester staple fibres, plain weave"
5514.2200,"- - 3-thread or 4-thread twill, including cross twill,
of polyester staple fibres","- - 3-thread or 4-thread twill, including cross twill,
of polyester staple fibres"
5514.2300,- - Other woven fabrics of polyester staple fibres,- - Other woven fabrics of polyester staple fibres
5514.2900,- - Other woven fabrics,- - Other woven fabrics
5514.3010,"- - - 3-thread or 4-thread twill, including cross
twill, of polyester staple fibres","- - - 3-thread or 4-thread twill, including cross
twill, of polyester staple fibres"
5514.3090,- - - Other,- - - Other
5514.4100,"- - Of polyester staple fibres, plain weave","- - Of polyester staple fibres, plain weave"
5514.4200,"- - 3-thread or 4-thread twill, including cross twill,
of polyester staple fibres","- - 3-thread or 4-thread twill, including cross twill,
of polyester staple fibres"
5514.4300,- - Other woven fabrics of polyester staple fibres,- - Other woven fabrics of polyester staple fibres
5514.4900,- - Other woven fabrics,- - Other woven fabrics
55.15,"Other woven fabrics of synthetic staple
fibres.","Other woven fabrics of synthetic staple
fibres."
5515.1120,- - - Unbleached,- - - Unbleached
5515.1190,- - - Other,- - - Other
5515.1210,- - - Unbleached,- - - Unbleached
5515.1290,- - - Other,- - - Other
5515.1310,- - - Unbleached,- - - Unbleached
5515.1390,- - - Other,- - - Other
5515.1910,- - - Unbleached,- - - Unbleached
5515.1990,- - - Other,- - - Other
5515.2110,- - - Unbleached,- - - Unbleached
5515.2190,- - - Other,- - - Other
5515.2210,- - - Unbleached,- - - Unbleached
5515.2290,- - - Other,- - - Other
5515.2910,- - - Unbleached,- - - Unbleached
5515.2990,- - - Other,- - - Other
5515.9110,- - - Unbleached,- - - Unbleached
5515.9190,- - - Other,- - - Other
5515.9910,- - - Unbleached,- - - Unbleached
5515.9990,- - - Other,- - - Other
55.16,Woven fabrics of artificial staple fibres.,Woven fabrics of artificial staple fibres.
5516.1100,- - Unbleached or bleached,- - Unbleached or bleached
5516.1200,- - Dyed,- - Dyed
5516.1300,- - Of yarns of different colours,- - Of yarns of different colours
5516.1400,- - Printed,- - Printed
5516.2100,- - Unbleached or bleached,- - Unbleached or bleached
5516.2200,- - Dyed,- - Dyed
5516.2300,- - Of yarns of different colours,- - Of yarns of different colours
5516.2400,- - Printed,- - Printed
5516.3100,- - Unbleached or bleached,- - Unbleached or bleached
5516.3200,- - Dyed,- - Dyed
5516.3300,- - Of yarns of different colours,- - Of yarns of different colours
5516.3400,- - Printed,- - Printed
5516.4100,- - Unbleached or bleached,- - Unbleached or bleached
5516.4200,- - Dyed,- - Dyed
5516.4300,- - Of yarns of different colours,- - Of yarns of different colours
5516.4400,- - Printed,- - Printed
5516.9100,- - Unbleached or bleached,- - Unbleached or bleached
5516.9200,- - Dyed,- - Dyed
5516.9300,- - Of yarns of different colours,- - Of yarns of different colours
5516.9400,- - Printed,- - Printed
"Notes.
1.- This Chapter does not cover :
(a) Wadding, felt or nonwovens, impregnated, coated or covered with
substances or preparations (for example, perfumes or cosmetics of
Chapter 33, soaps or detergents of heading 34.01, polishes, creams
or similar preparations of heading 34.05, fabric softeners of heading
38.09) where the textile material is present merely as a carrying
medium;
(b) Textile products of heading 58.11;
(c) Natural or artificial abrasive powder or grain, on a backing of felt or
nonwovens (heading 68.05);
(d) Agglomerated or reconstituted mica, on a backing of felt or nonwovens
(heading 68.14);
(e) Metal foil on a backing of felt or nonwovens (generally Section XIV or
XV); or
(f) Sanitary towels (pads) and tampons napkins and napkin liners for
babies and similar articles of heading 96.19.",,
56.01,"Wadding of textile materials and articles
thereof; textile fibres, not exceeding 5 mm in
length (flock), textile dust and mill neps.","Wadding of textile materials and articles
thereof; textile fibres, not exceeding 5 mm in
length (flock), textile dust and mill neps."
5601.2100,- - Of cotton,- - Of cotton
5601.2200,- - Of man-made fibres,- - Of man-made fibres
5601.2900,- - Other,- - Other
5601.3000,- Textile flock and dust and mill neps,- Textile flock and dust and mill neps
56.02,"Felt, whether or not impregnated, coated,
covered or laminated.","Felt, whether or not impregnated, coated,
covered or laminated."
5602.1000,- Needleloom felt and stitch bonded fibre fabrics,- Needleloom felt and stitch bonded fibre fabrics
5602.2100,- - Of wool or fine animal hair,- - Of wool or fine animal hair
5602.2900,- - Of other textile materials,- - Of other textile materials
5602.9000,- Other,- Other
56.03,"Nonwovens, whether or not impregnated,
coated, covered or laminated.","Nonwovens, whether or not impregnated,
coated, covered or laminated."
5603.1100,- - Weighing not more than 25 g/m2,- - Weighing not more than 25 g/m2
5603.1200,"- - Weighing more than 25 g/m2 but not more
than 70 g/m2","- - Weighing more than 25 g/m2 but not more
than 70 g/m2"
5603.1300,"- - Weighing more than 70 g/m2 but not more
than 150 g/m2","- - Weighing more than 70 g/m2 but not more
than 150 g/m2"
5603.1400,- - Weighing more than 150 g/m2,- - Weighing more than 150 g/m2
5603.9100,- - Weighing not more than 25 g/m2,- - Weighing not more than 25 g/m2
5603.9200,"- - Weighing more than 25 g/m2 but not more than
70 g/m2","- - Weighing more than 25 g/m2 but not more than
70 g/m2"
5603.9300,"- - Weighing more than 70 g/m2 but not more
than 150 g/m2","- - Weighing more than 70 g/m2 but not more
than 150 g/m2"
5603.9400,- - Weighing more than 150 g/m2,- - Weighing more than 150 g/m2
56.04,"Rubber thread and cord, textile covered;
textile yarn, and strip and the like of heading
54.04 or 54.05, impregnated, coated, covered
or sheathed with rubber or plastics.","Rubber thread and cord, textile covered;
textile yarn, and strip and the like of heading
54.04 or 54.05, impregnated, coated, covered
or sheathed with rubber or plastics."
5604.1000,"- Rubber thread and cord, textile covered","- Rubber thread and cord, textile covered"
5604.9000,- Other,- Other
5605.0000,"Metallised yarn, whether or not gimped, being
textile yarn, or strip or the like of heading
54.04 or 54.05, combined with metal in the
form of thread, strip or powder or covered
with metal.","Metallised yarn, whether or not gimped, being
textile yarn, or strip or the like of heading
54.04 or 54.05, combined with metal in the
form of thread, strip or powder or covered
with metal."
5606.0000,"Gimped yarn, and strip and the like of
heading 54.04 or 54.05, gimped (other than
those of heading 56.05 and gimped horsehair
yarn); chenille yarn (including flock chenille
yarn); loop wale- yarn.","Gimped yarn, and strip and the like of
heading 54.04 or 54.05, gimped (other than
those of heading 56.05 and gimped horsehair
yarn); chenille yarn (including flock chenille
yarn); loop wale- yarn."
56.07,"Twine, cordage, rope and cables, whether or
not plaited or braided and whether or not
impregnated, coated, covered or sheathed
with rubber or plastics.","Twine, cordage, rope and cables, whether or
not plaited or braided and whether or not
impregnated, coated, covered or sheathed
with rubber or plastics."
5607.2100,- - Binder or baler twine,- - Binder or baler twine
5607.2900,- - Other,- - Other
5607.4100,- - Binder or baler twine,- - Binder or baler twine
5607.4900,- - Other,- - Other
5607.5000,- Of other synthetic fibres,- Of other synthetic fibres
5607.9000,- Other,- Other
56.08,"Knotted netting of twine, cordage or rope;
made up fishing nets and other made up nets,
of textile materials.","Knotted netting of twine, cordage or rope;
made up fishing nets and other made up nets,
of textile materials."
5608.1100,- - Made up fishing nets,- - Made up fishing nets
5608.1900,- - Other,- - Other
5608.9000,- Other,- Other
5609.0000,"Articles of yarn, strip or the like of heading
54.04 or 54.05, twine, cordage, rope or cables,
not elsewhere specified or included.","Articles of yarn, strip or the like of heading
54.04 or 54.05, twine, cordage, rope or cables,
not elsewhere specified or included."
"Notes.
1.- For the purposes of this Chapter, the term ""carpets and other textile floor
coverings"" means floor coverings in which textile materials serve as the
exposed surface of the article when in use and includes articles having the
characteristics of textile floor coverings but intended for use for other
purposes.
2.- This Chapter does not cover floor covering underlays.",,
57.01,"Carpets and other textile floor coverings,
knotted, whether or not made up.","Carpets and other textile floor coverings,
knotted, whether or not made up."
5701.1010,- - - Carpets,- - - Carpets
5701.1020,- - - Rugs,- - - Rugs
5701.1090,- - - Other,- - - Other
5701.9000,- Of other textile materials,- Of other textile materials
57.02,"Carpets and other textile floor coverings,
woven, not tufted or flocked, whether or not
made up, including ""Kelem"", ""Schumacks"",
""Karamanie"" and similar hand- woven rugs.","Carpets and other textile floor coverings,
woven, not tufted or flocked, whether or not
made up, including ""Kelem"", ""Schumacks"",
""Karamanie"" and similar hand- woven rugs."
5702.1000,"- ""Kelem"", ""Schumacks"", ""Karamanie"" and similar
hand- woven rugs","- ""Kelem"", ""Schumacks"", ""Karamanie"" and similar
hand- woven rugs"
5702.2000,- Floor coverings of coconut fibres (coir),- Floor coverings of coconut fibres (coir)
5702.3100,- - Of wool or fine animal hair,- - Of wool or fine animal hair
5702.3210,- - - Synthetic turf for sports fields,- - - Synthetic turf for sports fields
5702.3290,- - - Other,- - - Other
5702.3900,- - Of other textile materials,- - Of other textile materials
5702.4110,- - - Carpets machine made,- - - Carpets machine made
5702.4190,- - - Other,- - - Other
5702.4210,- - - Synthetic turf for sports fields,- - - Synthetic turf for sports fields
5702.4290,- - - Other,- - - Other
5702.4900,- - Of other textile materials,- - Of other textile materials
5702.5000,"- Other, not of pile construction, not made up","- Other, not of pile construction, not made up"
5702.9100,- - Of wool or fine animal hair,- - Of wool or fine animal hair
5702.9200,- - Of man-made textile materials,- - Of man-made textile materials
5702.9910,- - - Rugs of cotton,- - - Rugs of cotton
5702.9920,- - - Durries,- - - Durries
5702.9990,- - - Other,- - - Other
57.03,"Carpets and other textile floor coverings,
tufted, whether or not made up.","Carpets and other textile floor coverings,
tufted, whether or not made up."
5703.1000,- Of wool or fine animal hair,- Of wool or fine animal hair
5703.2010,- - - Synthetic turf for sports fields,- - - Synthetic turf for sports fields
5703.2020,"- - - Of a kind used in motor cars of heading
87.03 and vehicles of sub-headings 8703.2113,
8703.2193, 8703.2195, 8703.2240, 8703.2323,
8703.3223, 8704.2190, 8704.3130, 8704.3190
(cut to size and shaped)","- - - Of a kind used in motor cars of heading
87.03 and vehicles of sub-headings 8703.2113,
8703.2193, 8703.2195, 8703.2240, 8703.2323,
8703.3223, 8704.2190, 8704.3130, 8704.3190
(cut to size and shaped)"
5703.2030,- - - Other for motor cars and vehicles,- - - Other for motor cars and vehicles
5703.2090,- - - Other,- - - Other
5703.3010,- - - Synthetic turf for sports fields,- - - Synthetic turf for sports fields
5703.3020,"- - - Of a kind used in vehicles of heading 87.03
and vehicles of sub-headings 8703.2113,
8703.2193, 8703.2195, 8703.2240, 8703.2323,
8703.3223, 8704.2190, 8704.3130, 8704.3190
(cut to size and shaped)","- - - Of a kind used in vehicles of heading 87.03
and vehicles of sub-headings 8703.2113,
8703.2193, 8703.2195, 8703.2240, 8703.2323,
8703.3223, 8704.2190, 8704.3130, 8704.3190
(cut to size and shaped)"
5703.3030,- - - Other for motor cars and vehicles,- - - Other for motor cars and vehicles
5703.3090,- - - Other,- - - Other
5703.9000,- Of other textile materials,- Of other textile materials
57.04,"Carpets and other textile floor coverings, of
felt, not tufted or flocked, whether or not
made up.","Carpets and other textile floor coverings, of
felt, not tufted or flocked, whether or not
made up."
5704.1000,"- Tiles, having a maximum surface area of 0.3 m2","- Tiles, having a maximum surface area of 0.3 m2"
5704.2000,"- Tiles, having a maximum surface area
exceeding 0.3 m2 but not exceeding 1 m²","- Tiles, having a maximum surface area
exceeding 0.3 m2 but not exceeding 1 m²"
5704.9000,- Other,- Other
5705.0000,"Other carpets and other textile floor
coverings, whether or not made up.","Other carpets and other textile floor
coverings, whether or not made up."
"5.- For the purposes of heading 58.06, the expression ""narrow woven fabrics""
means:
(a) Woven fabrics of a width not exceeding 30 cm, whether woven as
such or cut from wider pieces, provided with selvedges (woven,
gummed or otherwise made) on both edges;
(b) Tubular woven fabrics of a flattened width not exceeding 30 cm; and
(c) Bias binding with folded edges, of a width when unfolded not
exceeding 30 cm.
Narrow woven fabrics with woven fringes are to be classified in
heading 58.08.",,
58.01,"Woven pile fabrics and chenille fabrics, other
than fabrics of heading 58.02 or 58.06.","Woven pile fabrics and chenille fabrics, other
than fabrics of heading 58.02 or 58.06."
5801.1000,- Of wool or fine animal hair,- Of wool or fine animal hair
5801.2100,- - Uncut weft pile fabrics,- - Uncut weft pile fabrics
5801.2200,- - Cut corduroy,- - Cut corduroy
5801.2300,- - Other weft pile fabrics,- - Other weft pile fabrics
5801.2600,- - Chenille fabrics,- - Chenille fabrics
5801.2700,- - Warp pile fabrics,- - Warp pile fabrics
5801.3100,- - Uncut weft pile fabrics,- - Uncut weft pile fabrics
5801.3200,- - Cut corduroy,- - Cut corduroy
5801.3300,- - Other weft pile fabrics,- - Other weft pile fabrics
5801.3600,- - Chenille fabrics,- - Chenille fabrics
5801.3700,- - Warp pile fabrics,- - Warp pile fabrics
5801.9000,- Of other textile materials,- Of other textile materials
58.02,"Terry towelling and similar woven terry
fabrics, other than narrow fabrics of heading
58.06; tufted textile fabrics, other than
products of heading 57.03.","Terry towelling and similar woven terry
fabrics, other than narrow fabrics of heading
58.06; tufted textile fabrics, other than
products of heading 57.03."
5802.1100,- - Unbleached,- - Unbleached
5802.1900,- - Other,- - Other
5802.2000,"- Terry towelling and similar woven terry fabrics,
of other textile materials","- Terry towelling and similar woven terry fabrics,
of other textile materials"
5802.3000,- Tufted textile fabrics,- Tufted textile fabrics
5803.0000,"Gauze, other than narrow fabrics of heading
58.06.","Gauze, other than narrow fabrics of heading
58.06."
58.04,"Tulles and other net fabrics, not including
woven, knitted or crocheted fabrics; lace in
the piece, in strips or in motifs, other than
fabrics of headings 60.02 to 60.06.","Tulles and other net fabrics, not including
woven, knitted or crocheted fabrics; lace in
the piece, in strips or in motifs, other than
fabrics of headings 60.02 to 60.06."
5804.1000,- Tulles and other net fabrics,- Tulles and other net fabrics
5804.2100,- - Of man-made fibres,- - Of man-made fibres
5804.2900,- - Of other textile materials,- - Of other textile materials
5804.3000,- Hand made lace,- Hand made lace
5805.0000,"Hand- woven tapestries of the types
Gobelins, Flanders, Aubusson, Beauvais and
the like, and needle- worked tapestries (for
example, petit point, cross stitch) whether or
not made up.","Hand- woven tapestries of the types
Gobelins, Flanders, Aubusson, Beauvais and
the like, and needle- worked tapestries (for
example, petit point, cross stitch) whether or
not made up."
58.06,"Narrow woven fabrics, other than goods of
heading 58.07; narrow fabrics consisting of
warp without weft assembled by means of an
adhesive (bolducs).","Narrow woven fabrics, other than goods of
heading 58.07; narrow fabrics consisting of
warp without weft assembled by means of an
adhesive (bolducs)."
5806.1000,"- Woven pile fabrics (including terry towelling and
similar terry fabrics) and chenille fabrics","- Woven pile fabrics (including terry towelling and
similar terry fabrics) and chenille fabrics"
5806.2000,"- Other woven fabrics, containing by weight 5 %
or more of elastomeric yarn or rubber thread","- Other woven fabrics, containing by weight 5 %
or more of elastomeric yarn or rubber thread"
5806.3100,- - Of cotton,- - Of cotton
5806.3200,- - Of man-made fibres,- - Of man-made fibres
5806.3900,- - Of other textile materials,- - Of other textile materials
5806.4000,"- Fabrics consisting of warp without weft
assembled by means of an adhesive (bolducs)","- Fabrics consisting of warp without weft
assembled by means of an adhesive (bolducs)"
58.07,"Labels, badges and similar articles of textile
materials, in the piece, in strips or cut to
shape or size, not embroidered.","Labels, badges and similar articles of textile
materials, in the piece, in strips or cut to
shape or size, not embroidered."
5807.1010,- - - Badges,- - - Badges
5807.1020,- - - Ribbons,- - - Ribbons
5807.1030,- - - Tapes,- - - Tapes
5807.1040,- - - Webbing,- - - Webbing
5807.1090,- - - Other,- - - Other
5807.9000,- Other,- Other
58.08,"Braids in the piece; ornamental trimmings in
the piece, without embroidery, other than
knitted or crocheted; tassels, pompons and
similar articles.","Braids in the piece; ornamental trimmings in
the piece, without embroidery, other than
knitted or crocheted; tassels, pompons and
similar articles."
5808.1000,- Braids in the piece,- Braids in the piece
5808.9000,- Other,- Other
5809.0000,"Woven fabrics of metal thread and woven
fabrics of metallised yarn of heading 56.05, of
a kind used in apparel, as furnishing fabrics
or for similar purposes, not elsewhere
specified or included.","Woven fabrics of metal thread and woven
fabrics of metallised yarn of heading 56.05, of
a kind used in apparel, as furnishing fabrics
or for similar purposes, not elsewhere
specified or included."
58.10,"Embroidery in the piece, in strips or in motifs.","Embroidery in the piece, in strips or in motifs."
5810.1000,- Embroidery without visible ground,- Embroidery without visible ground
5810.9100,- - Of cotton,- - Of cotton
5810.9200,- - Of man-made fibres,- - Of man-made fibres
5810.9900,- - Of other textile materials,- - Of other textile materials
5811.0000,"Quilted textile products in the piece,
composed of one or more layers of textile
materials assembled with padding by
stitching or otherwise, other than embroidery
of heading 58.10.","Quilted textile products in the piece,
composed of one or more layers of textile
materials assembled with padding by
stitching or otherwise, other than embroidery
of heading 58.10."
59.01,"Textile fabrics coated with gum or
amylaceous substances, of a kind used for
the outer covers of books or the like; tracing
cloth; prepared painting canvas; buckram
and similar stiffened textile fabrics of a kind
used for hat foundations.","Textile fabrics coated with gum or
amylaceous substances, of a kind used for
the outer covers of books or the like; tracing
cloth; prepared painting canvas; buckram
and similar stiffened textile fabrics of a kind
used for hat foundations."
5901.1000,"- Textile fabrics coated with gum or amylaceous
substances, of a kind used for the outer covers of
books or the like","- Textile fabrics coated with gum or amylaceous
substances, of a kind used for the outer covers of
books or the like"
5901.9010,- - - Buckram,- - - Buckram
5901.9090,- - - Other,- - - Other
59.02,"Tyre cord fabric of high tenacity yarn of nylon
or other polyamides, polyesters or viscose
rayon.","Tyre cord fabric of high tenacity yarn of nylon
or other polyamides, polyesters or viscose
rayon."
5902.1000,- Of nylon or other polyamides,- Of nylon or other polyamides
5902.2000,- Of polyesters,- Of polyesters
5902.9000,- Other,- Other
59.03,"Textile fabrics impregnated, coated, covered
or laminated with plastics, other than those of
heading 59.02.","Textile fabrics impregnated, coated, covered
or laminated with plastics, other than those of
heading 59.02."
5903.1000,- With poly(vinyl chloride),- With poly(vinyl chloride)
5903.2000,- With polyurethane,- With polyurethane
5903.9000,- Other,- Other
59.04,"Linoleum, whether or not cut to shape; floor
coverings consisting of a coating or covering
applied on a textile backing, whether or not
cut to shape.","Linoleum, whether or not cut to shape; floor
coverings consisting of a coating or covering
applied on a textile backing, whether or not
cut to shape."
5904.1000,- Linoleum,- Linoleum
5904.9000,- Other,- Other
5905.0000,Textile wall coverings.,Textile wall coverings.
59.06,"Rubberised textile fabrics, other than those of
heading 59.02.","Rubberised textile fabrics, other than those of
heading 59.02."
5906.1000,- Adhesive tape of a width not exceeding 20 cm,- Adhesive tape of a width not exceeding 20 cm
5906.9100,- - Knitted or crocheted,- - Knitted or crocheted
5906.9900,- - Other,- - Other
5907.0000,"Textile fabrics otherwise impregnated, coated
or covered; painted canvas being theatrical
scenery, studio back- cloths or the like.","Textile fabrics otherwise impregnated, coated
or covered; painted canvas being theatrical
scenery, studio back- cloths or the like."
5908.0000,"Textile wicks, woven, plaited or knitted, for
lamps, stoves, lighters, candles or the like;
incandescent gas mantles and tubular knitted
gas mantle fabric therefor, whether or not
impregnated.","Textile wicks, woven, plaited or knitted, for
lamps, stoves, lighters, candles or the like;
incandescent gas mantles and tubular knitted
gas mantle fabric therefor, whether or not
impregnated."
5909.0000,"Textile hosepiping and similar textile tubing
with or without lining, armour or accessories
of other materials.","Textile hosepiping and similar textile tubing
with or without lining, armour or accessories
of other materials."
5910.0000,"Transmission or conveyor belts or belting, of
textile material, whether or not impregnated,
coated, covered or laminated with plastics, or
reinforced with metal or other material.","Transmission or conveyor belts or belting, of
textile material, whether or not impregnated,
coated, covered or laminated with plastics, or
reinforced with metal or other material."
